ID,Ones,Twos,Threes,Fours,Fives,Sixes,Total,Bonus,3 of a Kind,4 of a Kind,Full House,Small Straight,Large Straight,Chance,Yahtzee,Score
29,,,,,,,,,,,,,,,,148
29,1,,,,,,,,,,,,,,,148
29,1,,,,,,,,,,,,,23,,148
29,1,,,,,,,,,,25,,,23,,148
29,1,,,,,,,,,,25,30,,23,,148
29,1,,,,15,,,,,,25,30,,23,,148
29,1,4,,,15,,,,,,25,30,,23,,148
29,1,4,,,15,18,,,,,25,30,,23,,148
29,1,4,3,,15,18,,,,,25,30,,23,,148
29,1,4,3,4,15,18,45,0,,,25,30,,23,,148
29,1,4,3,4,15,18,45,0,,,25,30,0,23,,148
29,1,4,3,4,15,18,45,0,25,,25,30,0,23,,148
29,1,4,3,4,15,18,45,0,25,0,25,30,0,23,,148
29,1,4,3,4,15,18,45,0,25,0,25,30,0,23,0,148
30,,,,,,,,,,,,,,,,240
30,,,12,,,,,,,,,,,,,240
30,3,,12,,,,,,,,,,,,,240
30,3,,12,,,,,,,,25,,,,,240
30,3,,12,,,,,,28,,25,,,,,240
30,3,8,12,,,,,,28,,25,,,,,240
30,3,8,12,,,,,,28,,25,,,15,,240
30,3,8,12,,,,,,28,,25,30,,15,,240
30,3,8,12,,,,,,28,0,25,30,,15,,240
30,3,8,12,,,,,,28,0,25,30,,15,0,240
30,3,8,12,,,,,,28,0,25,30,40,15,0,240
30,3,8,12,16,,,,,28,0,25,30,40,15,0,240
30,3,8,12,16,10,,,,28,0,25,30,40,15,0,240
30,3,8,12,16,10,18,67,35,28,0,25,30,40,15,0,240
31,,,,,,,,,,,25,,,,,267
31,,,,,,,,,,,25,,40,,,267
31,,6,,,,,,,,,25,,40,,,267
31,,6,9,,,,,,,,25,,40,,,267
31,,6,9,,,,,,,,25,30,40,,,267
31,2,6,9,,,,,,,,25,30,40,,,267
31,2,6,9,,,24,,,,,25,30,40,,,267
31,2,6,9,,,24,,,21,,25,30,40,,,267
31,2,6,9,,,24,,,21,28,25,30,40,,,267
31,2,6,9,,,24,,,21,28,25,30,40,21,,267
31,2,6,9,,,24,,,21,28,25,30,40,21,0,267
31,2,6,9,,10,24,,,21,28,25,30,40,21,0,267
31,2,6,9,16,10,24,67,35,21,28,25,30,40,21,0,267
32,,,,,,,,,,,25,,,,,291
32,,,,,,,,,,,25,,,,50,291
32,,,,,20,,,,,,25,,,,50,291
32,,,12,,20,,,,,,25,,,,50,291
32,,,12,,20,18,,,,,25,,,,50,291
32,,,12,,20,18,,,19,,25,,,,50,291
32,,,12,,20,18,,,19,,25,,,24,50,291
32,0,,12,,20,18,,,19,,25,,,24,50,291
32,0,2,12,,20,18,,,19,,25,,,24,50,291
32,0,2,12,16,20,18,68,35,19,,25,,,24,50,291
32,0,2,12,16,20,18,68,35,19,,25,30,,24,50,291
32,0,2,12,16,20,18,68,35,19,,25,30,40,24,50,291
32,0,2,12,16,20,18,68,35,19,0,25,30,40,24,50,291
31,,,,,,,,,28,,,,,,,278
31,,,,,,,,,28,,,30,,,,278
31,,,,,,,,,28,,25,30,,,,278
31,,,,,,,,,28,,25,30,,21,,278
31,,,12,,,,,,28,,25,30,,21,,278
31,,,12,,,,,,28,,25,30,,21,50,278
31,,,12,,,,,,28,22,25,30,,21,50,278
31,1,,12,,,,,,28,22,25,30,,21,50,278
31,1,,12,,15,,,,28,22,25,30,,21,50,278
31,1,8,12,,15,,,,28,22,25,30,,21,50,278
31,1,8,12,8,15,,,,28,22,25,30,,21,50,278
31,1,8,12,8,15,18,62,0,28,22,25,30,,21,50,278
31,1,8,12,8,15,18,62,0,28,22,25,30,40,21,50,278
31,,,,,,,,,24,,,,,,,271
31,,,,,,,,,24,28,,,,,,271
31,,,,16,,,,,24,28,,,,,,271
31,,,,16,,,,,24,28,25,,,,,271
31,,8,,16,,,,,24,28,25,,,,,271
31,,8,,16,,18,,,24,28,25,,,,,271
31,3,8,,16,,18,,,24,28,25,,,,,271
31,3,8,,16,,18,,,24,28,25,30,,,,271
31,3,8,,16,,18,,,24,28,25,30,40,,,271
31,3,8,9,16,,18,,,24,28,25,30,40,,,271
31,3,8,9,16,,18,,,24,28,25,30,40,25,,271
31,3,8,9,16,,18,,,24,28,25,30,40,25,0,271
31,3,8,9,16,10,18,64,35,24,28,25,30,40,25,0,271
33,,,,,,,,,,,,,,,,367
33,,,,,,,,,,,25,,,,,367
33,,,,,,,,,,,25,30,,,,367
33,2,,,,,,,,,,25,30,,,,367
33,2,,,,,,,,,,25,30,,,50,367
33,2,,,,,,,,,,25,30,,25,50,367
33,2,,,16,,,,,,,25,30,,25,50,367
33,2,,,16,,,,,,17,25,30,,25,50,367
33,2,,12,16,,,,,,17,25,30,,25,50,367
33,2,2,12,16,,,,,,17,25,30,,25,50,367
33,2,2,12,16,,,,,16,17,25,30,,25,50,367
33,2,2,12,16,25,,,,16,17,25,30,,25,150,367
33,2,2,12,16,25,,,,16,17,25,30,0,25,150,367
33,2,2,12,16,25,12,69,35,16,17,25,30,0,25,150,367
31,,,,,,,,,,,,,,20,,174
31,,,,,,,,,,,25,,,20,,174
31,,,,12,,,,,,,25,,,20,,174
31,3,,,12,,,,,,,25,,,20,,174
31,3,6,,12,,,,,,,25,,,20,,174
31,3,6,,12,,,,,15,,25,,,20,,174
31,3,6,,12,,,,,15,26,25,,,20,,174
31,3,6,9,12,,,,,15,26,25,,,20,,174
31,3,6,9,12,,,,,15,26,25,,,20,0,174
31,3,6,9,12,,,,,15,26,25,30,,20,0,174
31,3,6,9,12,,18,,,15,26,25,30,,20,0,174
31,3,6,9,12,,18,,,15,26,25,30,0,20,0,174
31,3,6,9,12,10,18,58,0,15,26,25,30,0,20,0,174
34,,,,,,,,,27,,,,,,,350
34,,,,,,,,,27,,,,,20,,350
34,,,,,,,,,27,,25,,,20,,350
34,1,,,,,,,,27,,25,,,20,,350
34,1,2,,,,,,,27,,25,,,20,,350
34,1,2,,,10,,,,27,,25,,,20,,350
34,1,2,,,10,,,,27,,25,30,,20,,350
34,1,2,,,10,,,,27,,25,30,,20,50,350
34,1,2,,,10,30,,,27,,25,30,,20,150,350
34,1,2,,,10,30,,,27,0,25,30,,20,150,350
34,1,2,,12,10,30,,,27,0,25,30,,20,150,350
34,1,2,3,12,10,30,58,0,27,0,25,30,,20,150,350
34,1,2,3,12,10,30,58,0,27,0,25,30,40,20,150,350
35,,,,,,,,,,,,,,,,191
35,,,,,15,,,,,,,,,,,191
35,,,,,15,,,,,,,,40,,,191
35,,,,,15,,,,25,,,,40,,,191
35,,,,,15,,,,25,,25,,40,,,191
35,,,,,15,,,,25,,25,,40,20,,191
35,,,,,15,,,,25,,25,30,40,20,,191
35,,,12,,15,,,,25,,25,30,40,20,,191
35,,6,12,,15,,,,25,,25,30,40,20,,191
35,4,6,12,,15,,,,25,,25,30,40,20,,191
35,4,6,12,,15,,,,25,0,25,30,40,20,,191
35,4,6,12,8,15,,,,25,0,25,30,40,20,,191
35,4,6,12,8,15,,,,25,0,25,30,40,20,0,191
35,4,6,12,8,15,6,51,0,25,0,25,30,40,20,0,191
36,,,,,20,,,,,,,,,,,210
36,,,,,20,,,,,,,30,,,,210
36,,,,,20,,,,,,,30,,22,,210
36,4,,,,20,,,,,,,30,,22,,210
36,4,,,,20,,,,,10,,30,,22,,210
36,4,,12,,20,,,,,10,,30,,22,,210
36,4,,12,,20,,,,,10,25,30,,22,,210
36,4,,12,,20,18,,,,10,25,30,,22,,210
36,4,4,12,,20,18,,,,10,25,30,,22,,210
36,4,4,12,8,20,18,66,35,,10,25,30,,22,,210
36,4,4,12,8,20,18,66,35,,10,25,30,,22,0,210
36,4,4,12,8,20,18,66,35,,10,25,30,0,22,0,210
36,4,4,12,8,20,18,66,35,22,10,25,30,0,22,0,210
35,,,,,,,,,,,,,,,,240
35,,,,,,,,,,,,,40,,,240
35,,,,,,,,,,,,30,40,,,240
35,,,,,,,,,,,25,30,40,,,240
35,,,,,,18,,,,,25,30,40,,,240
35,,6,,,,18,,,,,25,30,40,,,240
35,,6,,,15,18,,,,,25,30,40,,,240
35,,6,,,15,18,,,,,25,30,40,21,,240
35,2,6,,,15,18,,,,,25,30,40,21,,240
35,2,6,,,15,18,,,,0,25,30,40,21,,240
35,2,6,,,15,18,,,27,0,25,30,40,21,,240
35,2,6,,,15,18,,,27,0,25,30,40,21,50,240
35,2,6,6,,15,18,,,27,0,25,30,40,21,50,240
35,2,6,6,0,15,18,47,0,27,0,25,30,40,21,50,240
37,,,,,,,,,,,,,,,,195
37,,,,,,,,,,,25,,,,,195
37,,,,,,,,,,,25,,,22,,195
37,,,,,,24,,,,,25,,,22,,195
37,1,,,,,24,,,,,25,,,22,,195
37,1,8,,,,24,,,,,25,,,22,,195
37,1,8,,,,24,,,,,25,,40,22,,195
37,1,8,,,,24,,,,,25,,40,22,0,195
37,1,8,3,,,24,,,,,25,,40,22,0,195
37,1,8,3,,,24,,,,0,25,,40,22,0,195
37,1,8,3,,,24,,,,0,25,30,40,22,0,195
37,1,8,3,12,,24,,,,0,25,30,40,22,0,195
37,1,8,3,12,,24,,,25,0,25,30,40,22,0,195
37,1,8,3,12,5,24,53,0,25,0,25,30,40,22,0,195
38,,,,,,,,,,,,,,,,216
38,,,,,,,,,,,25,,,,,216
38,,,,,10,,,,,,25,,,,,216
38,,,,,10,,,,,,25,30,,,,216
38,4,,,,10,,,,,,25,30,,,,216
38,4,,,,10,,,,,,25,30,,22,,216
38,4,,,12,10,,,,,,25,30,,22,,216
38,4,,,12,10,,,,24,,25,30,,22,,216
38,4,,,12,10,12,,,24,,25,30,,22,,216
38,4,2,,12,10,12,,,24,,25,30,,22,,216
38,4,2,6,12,10,12,46,0,24,,25,30,,22,,216
38,4,2,6,12,10,12,46,0,24,,25,30,,22,50,216
38,4,2,6,12,10,12,46,0,24,,25,30,0,22,50,216
38,4,2,6,12,10,12,46,0,24,19,25,30,0,22,50,216
39,,,,,,,,,,,25,,,,,273
39,,,,,,,,,,27,25,,,,,273
39,,,,,,,,,23,27,25,,,,,273
39,,6,,,,,,,23,27,25,,,,,273
39,,6,,,,,,,23,27,25,,,20,,273
39,,6,,,,,,,23,27,25,,40,20,,273
39,,6,,,,18,,,23,27,25,,40,20,,273
39,,6,,16,,18,,,23,27,25,,40,20,,273
39,,6,,16,,18,,,23,27,25,30,40,20,,273
39,,6,,16,20,18,,,23,27,25,30,40,20,,273
39,4,6,,16,20,18,,,23,27,25,30,40,20,,273
39,4,6,9,16,20,18,73,35,23,27,25,30,40,20,,273
39,4,6,9,16,20,18,73,35,23,27,25,30,40,20,0,273
40,,,,,,,,,,,,,,,,295
40,,,,,15,,,,,,,,,,,295
40,,,,,15,,,,,,,,40,,,295
40,,6,,,15,,,,,,,,40,,,295
40,,6,,,15,,,,,,,,40,,50,295
40,,6,,,15,,,,,,,,40,23,50,295
40,,6,12,,15,,,,,,,,40,23,50,295
40,,6,12,12,15,,,,,,,,40,23,50,295
40,,6,12,12,15,,,,,,,30,40,23,50,295
40,,6,12,12,15,,,,,,25,30,40,23,50,295
40,,6,12,12,15,,,,21,,25,30,40,23,50,295
40,2,6,12,12,15,,,,21,,25,30,40,23,50,295
40,2,6,12,12,15,,,,21,0,25,30,40,23,50,295
40,2,6,12,12,15,24,71,35,21,0,25,30,40,23,50,295
41,,,,,,,,,,,,,,,,257
41,1,,,,,,,,,,,,,,,257
41,1,,,,,24,,,,,,,,,,257
41,1,,,,,24,,,,,,,,18,,257
41,1,,,,,24,,,,,25,,,18,,257
41,1,,,16,,24,,,,,25,,,18,,257
41,1,,12,16,,24,,,,,25,,,18,,257
41,1,,12,16,,24,,,,,25,,40,18,,257
41,1,,12,16,,24,,,,22,25,,40,18,,257
41,1,,12,16,,24,,,17,22,25,,40,18,,257
41,1,,12,16,15,24,,,17,22,25,,40,18,,257
41,1,,12,16,15,24,,,17,22,25,30,40,18,,257
41,1,2,12,16,15,24,70,35,17,22,25,30,40,18,,257
41,1,2,12,16,15,24,70,35,17,22,25,30,40,18,0,257
40,1,,,,,,,,,,,,,,,259
40,1,,,,,,,,,,,30,,,,259
40,1,,12,,,,,,,,,30,,,,259
40,1,8,12,,,,,,,,,30,,,,259
40,1,8,12,,,,,,,22,,30,,,,259
40,1,8,12,,,,,,,22,,30,40,,,259
40,1,8,12,,,,,,12,22,,30,40,,,259
40,1,8,12,,,,,,12,22,25,30,40,,,259
40,1,8,12,12,,,,,12,22,25,30,40,,,259
40,1,8,12,12,,,,,12,22,25,30,40,24,,259
40,1,8,12,12,20,,,,12,22,25,30,40,24,,259
40,1,8,12,12,20,18,71,35,12,22,25,30,40,24,,259
40,1,8,12,12,20,18,71,35,12,22,25,30,40,24,0,259
42,,,,,,,,,,,,,,,,302
42,,,,,,,,,,26,,,,,,302
42,,6,,,,,,,,26,,,,,,302
42,,6,,,,,,,14,26,,,,,,302
42,,6,,,15,,,,14,26,,,,,,302
42,,6,,16,15,,,,14,26,,,,,,302
42,,6,,16,15,,,,14,26,,30,,,,302
42,,6,,16,15,,,,14,26,25,30,,,,302
42,,6,,16,15,,,,14,26,25,30,,17,,302
42,,6,,16,15,,,,14,26,25,30,40,17,,302
42,,6,,16,15,,,,14,26,25,30,40,17,50,302
42,,6,12,16,15,,,,14,26,25,30,40,17,50,302
42,4,6,12,16,15,,,,14,26,25,30,40,17,50,302
42,4,6,12,16,15,12,65,35,14,26,25,30,40,17,50,302
43,,,,,,,,,,,,,,,,193
43,,,,,,,,,,27,,,,,,193
43,,,,,15,,,,,27,,,,,,193
43,,,,,15,,,,,27,,,,18,,193
43,,,,,15,,,,,27,,,40,18,,193
43,,,,,15,18,,,,27,,,40,18,,193
43,,,,,15,18,,,,27,,,40,18,0,193
43,,,,,15,18,,,,27,25,,40,18,0,193
43,1,,,,15,18,,,,27,25,,40,18,0,193
43,1,,,,15,18,,,,27,25,30,40,18,0,193
43,1,8,,,15,18,,,,27,25,30,40,18,0,193
43,1,8,,,15,18,,,0,27,25,30,40,18,0,193
43,1,8,,8,15,18,,,0,27,25,30,40,18,0,193
43,1,8,3,8,15,18,53,0,0,27,25,30,40,18,0,193
44,,6,,,,,,,,,,,,,,274
44,,6,,,,,,,,,,,,23,,274
44,,6,,12,,,,,,,,,,23,,274
44,,6,,12,,,,,,,25,,,23,,274
44,,6,,12,20,,,,,,25,,,23,,274
44,,6,6,12,20,,,,,,25,,,23,,274
44,4,6,6,12,20,,,,,,25,,,23,,274
44,4,6,6,12,20,,,,,,25,,,23,0,274
44,4,6,6,12,20,24,72,35,,,25,,,23,0,274
44,4,6,6,12,20,24,72,35,22,,25,,,23,0,274
44,4,6,6,12,20,24,72,35,22,,25,,40,23,0,274
44,4,6,6,12,20,24,72,35,22,27,25,,40,23,0,274
44,4,6,6,12,20,24,72,35,22,27,25,30,40,23,0,274
45,,,,,,,,,,,,,,,,205
45,,,,,,,,,,,,,,,50,205
45,,,,,,,,,,,25,,,,50,205
45,3,,,,,,,,,,25,,,,50,205
45,3,,,,15,,,,,,25,,,,50,205
45,3,,,,15,,,,21,,25,,,,50,205
45,3,,,,15,,,,21,,25,30,,,50,205
45,3,,,,15,,,,21,,25,30,,18,50,205
45,3,,9,,15,,,,21,,25,30,,18,50,205
45,3,,9,,15,18,,,21,,25,30,,18,50,205
45,3,,9,12,15,18,,,21,,25,30,,18,50,205
45,3,,9,12,15,18,,,21,0,25,30,,18,50,205
45,3,4,9,12,15,18,61,0,21,0,25,30,,18,50,205
45,3,4,9,12,15,18,61,0,21,0,25,30,0,18,50,205
46,,,,,,24,,,,,,,,,,287
46,,,,,,24,,,,,,30,,,,287
46,2,,,,,24,,,,,,30,,,,287
46,2,,,,,24,,,,,,30,,,50,287
46,2,,,,,24,,,,,25,30,,,50,287
46,2,,9,,,24,,,,,25,30,,,50,287
46,2,2,9,,,24,,,,,25,30,,,50,287
46,2,2,9,,,24,,,,,25,30,,19,50,287
46,2,2,9,,,24,,,,0,25,30,,19,50,287
46,2,2,9,,,24,,,,0,25,30,40,19,50,287
46,2,2,9,12,,24,,,,0,25,30,40,19,50,287
46,2,2,9,12,15,24,64,35,,0,25,30,40,19,50,287
46,2,2,9,12,15,24,64,35,24,0,25,30,40,19,50,287
47,,,,,,,,,,,25,,,,,164
47,,,,,,,,,,21,25,,,,,164
47,,,,,,,,,,21,25,30,,,,164
47,,,,,,,,,,21,25,30,,14,,164
47,,,,,,,,,,21,25,30,,14,0,164
47,,,,,,,,,29,21,25,30,,14,0,164
47,,,,,,,,,29,21,25,30,0,14,0,164
47,,,,,15,,,,29,21,25,30,0,14,0,164
47,1,,,,15,,,,29,21,25,30,0,14,0,164
47,1,2,,,15,,,,29,21,25,30,0,14,0,164
47,1,2,,12,15,,,,29,21,25,30,0,14,0,164
47,1,2,,12,15,12,,,29,21,25,30,0,14,0,164
47,1,2,3,12,15,12,45,0,29,21,25,30,0,14,0,164
48,,,,,,,,,,,,,40,,,241
48,,,,,,,,,,,,30,40,,,241
48,,,,,,18,,,,,,30,40,,,241
48,,6,,,,18,,,,,,30,40,,,241
48,1,6,,,,18,,,,,,30,40,,,241
48,1,6,,,,18,,,,,,30,40,20,,241
48,1,6,,,,18,,,23,,,30,40,20,,241
48,1,6,,16,,18,,,23,,,30,40,20,,241
48,1,6,,16,,18,,,23,0,,30,40,20,,241
48,1,6,12,16,,18,,,23,0,,30,40,20,,241
48,1,6,12,16,15,18,68,35,23,0,,30,40,20,,241
48,1,6,12,16,15,18,68,35,23,0,,30,40,20,0,241
48,1,6,12,16,15,18,68,35,23,0,25,30,40,20,0,241
47,,,,,,,,,,,,,,,,205
47,,,,,,,,,,14,,,,,,205
47,,,,,,,,,,14,25,,,,,205
47,,,,,,,,,,14,25,30,,,,205
47,,,,,,,,,16,14,25,30,,,,205
47,,,,12,,,,,16,14,25,30,,,,205
47,,,,12,,,,,16,14,25,30,,21,,205
47,,,,12,,,,,16,14,25,30,0,21,,205
47,,,9,12,,,,,16,14,25,30,0,21,,205
47,2,,9,12,,,,,16,14,25,30,0,21,,205
47,2,8,9,12,,,,,16,14,25,30,0,21,,205
47,2,8,9,12,15,,,,16,14,25,30,0,21,,205
47,2,8,9,12,15,,,,16,14,25,30,0,21,0,205
47,2,8,9,12,15,18,64,35,16,14,25,30,0,21,0,205
49,,,,,,,,,,,,,,,,198
49,,,,,,,,,24,,,,,,,198
49,1,,,,,,,,24,,,,,,,198
49,1,,,,,,,,24,,,,40,,,198
49,1,,,,,,,,24,,,30,40,,,198
49,1,,,,,,,,24,,,30,40,19,,198
49,1,,12,,,,,,24,,,30,40,19,,198
49,1,,12,12,,,,,24,,,30,40,19,,198
49,1,4,12,12,,,,,24,,,30,40,19,,198
49,1,4,12,12,20,,,,24,,,30,40,19,,198
49,1,4,12,12,20,,,,24,,,30,40,19,0,198
49,1,4,12,12,20,,,,24,24,,30,40,19,0,198
49,1,4,12,12,20,,,,24,24,0,30,40,19,0,198
49,1,4,12,12,20,12,61,0,24,24,0,30,40,19,0,198
50,,,,,,,,,,,,30,,,,201
50,2,,,,,,,,,,,30,,,,201
50,2,,,12,,,,,,,,30,,,,201
50,2,,,12,,,,,,,,30,,,50,201
50,2,,,12,20,,,,,,,30,,,50,201
50,2,,,12,20,,,,,,,30,,21,50,201
50,2,4,,12,20,,,,,,,30,,21,50,201
50,2,4,,12,20,18,,,,,,30,,21,50,201
50,2,4,,12,20,18,,,,0,,30,,21,50,201
50,2,4,,12,20,18,,,0,0,,30,,21,50,201
50,2,4,9,12,20,18,65,35,0,0,,30,,21,50,201
50,2,4,9,12,20,18,65,35,0,0,,30,0,21,50,201
50,2,4,9,12,20,18,65,35,0,0,0,30,0,21,50,201
51,1,,,,,,,,,,,,,,,183
51,1,,,,,,,,,,25,,,,,183
51,1,,12,,,,,,,,25,,,,,183
51,1,,12,,,,,,,,25,,40,,,183
51,1,,12,8,,,,,,,25,,40,,,183
51,1,,12,8,,,,,27,,25,,40,,,183
51,1,,12,8,,,,,27,,25,,40,21,,183
51,1,8,12,8,,,,,27,,25,,40,21,,183
51,1,8,12,8,,,,,27,17,25,,40,21,,183
51,1,8,12,8,,,,,27,17,25,,40,21,0,183
51,1,8,12,8,,24,,,27,17,25,,40,21,0,183
51,1,8,12,8,0,24,53,0,27,17,25,,40,21,0,183
51,1,8,12,8,0,24,53,0,27,17,25,0,40,21,0,183
52,,,,,,,,,,,,30,,,,187
52,,,,,,,,,,,25,30,,,,187
52,3,,,,,,,,,,25,30,,,,187
52,3,,,,15,,,,,,25,30,,,,187
52,3,6,,,15,,,,,,25,30,,,,187
52,3,6,,,15,,,,,11,25,30,,,,187
52,3,6,,,15,,,,,11,25,30,40,,,187
52,3,6,,16,15,,,,,11,25,30,40,,,187
52,3,6,,16,15,,,,,11,25,30,40,20,,187
52,3,6,9,16,15,,,,,11,25,30,40,20,,187
52,3,6,9,16,15,,,,0,11,25,30,40,20,,187
52,3,6,9,16,15,,,,0,11,25,30,40,20,0,187
52,3,6,9,16,15,12,61,0,0,11,25,30,40,20,0,187
53,,,,,,,,,,,,30,,,,266
53,,4,,,,,,,,,,30,,,,266
53,,4,,16,,,,,,,,30,,,,266
53,,4,,16,,24,,,,,,30,,,,266
53,,4,,16,,24,,,25,,,30,,,,266
53,,4,,16,,24,,,25,,25,30,,,,266
53,,4,,16,,24,,,25,,25,30,40,,,266
53,,4,,16,15,24,,,25,,25,30,40,,,266
53,,4,,16,15,24,,,25,,25,30,40,26,,266
53,1,4,,16,15,24,,,25,,25,30,40,26,,266
53,1,4,9,16,15,24,69,35,25,,25,30,40,26,,266
53,1,4,9,16,15,24,69,35,25,,25,30,40,26,0,266
53,1,4,9,16,15,24,69,35,25,16,25,30,40,26,0,266
54,,,,,,,,,,,,30,,,,347
54,,,,,,,,,,,,30,,18,,347
54,,,,,,,,,,,25,30,,18,,347
54,2,,,,,,,,,,25,30,,18,,347
54,2,,9,,,,,,,,25,30,,18,,347
54,2,,9,,,,,,,,25,30,40,18,,347
54,2,,9,,,,,,,,25,30,40,18,50,347
54,2,2,9,,,,,,,,25,30,40,18,50,347
54,2,2,9,,,,,,,0,25,30,40,18,50,347
54,2,2,9,,25,,,,,0,25,30,40,18,150,347
54,2,2,9,,25,,,,22,0,25,30,40,18,150,347
54,2,2,9,12,25,,,,22,0,25,30,40,18,150,347
54,2,2,9,12,25,12,62,0,22,0,25,30,40,18,150,347
55,,,,,,,,,,,,,,,,262
55,,8,,,,,,,,,,,,,,262
55,,8,,16,,,,,,,,,,,,262
55,,8,,16,,,,,,,,30,,,,262
55,1,8,,16,,,,,,,,30,,,,262
55,1,8,,16,,,,,,,,30,40,,,262
55,1,8,,16,,,,,23,,,30,40,,,262
55,1,8,,16,,,,,23,,,30,40,24,,262
55,1,8,,16,,,,,23,,25,30,40,24,,262
55,1,8,9,16,,,,,23,,25,30,40,24,,262
55,1,8,9,16,,18,,,23,,25,30,40,24,,262
55,1,8,9,16,,18,,,23,,25,30,40,24,0,262
55,1,8,9,16,15,18,67,35,23,,25,30,40,24,0,262
55,1,8,9,16,15,18,67,35,23,18,25,30,40,24,0,262
54,,,,,,,,,,,,30,,,,201
54,,,,,15,,,,,,,30,,,,201
54,,,,,15,,,,,,25,30,,,,201
54,,,9,,15,,,,,,25,30,,,,201
54,,,9,,15,24,,,,,25,30,,,,201
54,1,,9,,15,24,,,,,25,30,,,,201
54,1,,9,,15,24,,,,,25,30,,22,,201
54,1,,9,,15,24,,,,,25,30,,22,0,201
54,1,4,9,,15,24,,,,,25,30,,22,0,201
54,1,4,9,,15,24,,,24,,25,30,,22,0,201
54,1,4,9,12,15,24,65,35,24,,25,30,,22,0,201
54,1,4,9,12,15,24,65,35,24,,25,30,0,22,0,201
54,1,4,9,12,15,24,65,35,24,0,25,30,0,22,0,201
55,,,,16,,,,,,,,,,,,273
55,,,,16,20,,,,,,,,,,,273
55,,,,16,20,,,,,29,,,,,,273
55,,,,16,20,,,,27,29,,,,,,273
55,,,,16,20,18,,,27,29,,,,,,273
55,,,,16,20,18,,,27,29,,,,22,,273
55,,,9,16,20,18,,,27,29,,,,22,,273
55,2,,9,16,20,18,,,27,29,,,,22,,273
55,2,,9,16,20,18,,,27,29,,,40,22,,273
55,2,,9,16,20,18,,,27,29,,30,40,22,,273
55,2,0,9,16,20,18,65,35,27,29,,30,40,22,,273
55,2,0,9,16,20,18,65,35,27,29,25,30,40,22,,273
55,2,0,9,16,20,18,65,35,27,29,25,30,40,22,0,273
